peak_x,peak_y,check,peak_h,peak_name,prominence,col_x,col_y,col_h,parent_x,parent_y,parent_h,parent_name,remark
120.6911,22.8653,22.8653 120.6911,1347,,172,120.6831,22.8633,1175,120.6764,22.8569,1422,尾寮山-2,1
120.9053,23.9953,23.9953 120.9053,832,觀音山(投),172,120.9289,24.0447,660,120.95728,23.47,3952,玉山,0
121.6042,25.1764,25.1764 121.6042,918,,172,121.6006,25.1706,746,121.5533,25.1708,1109,七星山,1
120.9261,23.1572,23.1572 120.9261,2897,,172,120.9225,23.1617,2725,120.9156,23.1636,2932,,1
121.2681,23.3275,23.3275 121.2681,1129,卓溪山,171,121.2628,23.3378,958,120.95728,23.47,3952,玉山,0
121.6422,24.1783,24.1783 121.6422,1272,立霧山,171,121.6478,24.1889,1101,120.95728,23.47,3952,玉山,0
121.7792,24.4142,24.4142 121.7792,599,,171,121.7842,24.4083,428,120.95728,23.47,3952,玉山,1
120.4247,23.2603,23.2603 120.4247,276,,170,120.4494,23.2367,106,120.95728,23.47,3952,玉山,1
121.3217,23.1178,23.1178 121.3217,1539,麒麟山,170,121.3222,23.1253,1369,121.3219,23.1397,1676,麻荖漏山-2,0
120.8247,22.8664,22.8664 120.8247,2322,歡喜山,170,120.8292,22.8653,2152,120.8333,22.8997,2549,石穗頭,0
121.4633,23.4386,23.4386 121.4633,800,,170,121.4597,23.4417,630,121.3219,23.1397,1676,麻荖漏山-2,1
121.2292,24.8097,24.8097 121.2292,550,小竹坑山,170,121.2319,24.7989,380,120.95728,23.47,3952,玉山,0
120.6531,23.4256,23.4256 120.6531,1450,,169,120.6572,23.4283,1281,120.6578,23.4369,1465,隙頂山-2,1
120.9053,23.9058,23.9058 120.9053,879,槌仔寮山,169,120.9014,23.9178,710,120.8772,23.9103,948,,0
120.7517,22.3919,22.3919 120.7517,1571,,169,120.7578,22.3975,1402,120.7514,22.4075,1687,,1
121.2492,23.1317,23.1317 121.2492,564,,169,121.2567,23.1264,395,121.3219,23.1397,1676,麻荖漏山-2,1
121.3450,24.9264,24.9264 121.3450,315,鳶山(北),169,121.3222,24.8983,146,120.95728,23.47,3952,玉山,0
121.0981,23.1272,23.1272 121.0981,1357,唉唉山,168,121.0881,23.1289,1189,120.95728,23.47,3952,玉山,0
121.2683,23.8836,23.8836 121.2683,3016,安北山,168,121.2631,23.8817,2848,121.2664,23.8728,3064,安東軍山,0
121.4603,24.8689,24.8689 121.4603,974,,168,121.4789,24.8703,806,120.95728,23.47,3952,玉山,1
120.8611,22.6347,22.6347 120.8611,1533,尖山,167,120.8589,22.6394,1366,120.8544,22.6431,1566,,0
120.8919,22.5450,22.5450 120.8919,1010,,167,120.8858,22.5469,843,120.95728,23.47,3952,玉山,1
121.2450,23.6108,23.6108 121.2450,3046,阿巴拉山,167,121.2456,23.6014,2879,121.2444,23.5936,3051,阿屘那來山,0
120.9761,24.0322,24.0322 120.9761,986,,167,120.9803,24.0314,819,120.95728,23.47,3952,玉山,1
121.1114,24.1561,24.1561 121.1114,2871,白狗南山2,167,121.1050,24.1722,2704,121.1089,24.2025,3336,白姑大山,0
121.6161,24.5103,24.5103 121.6161,2045,,167,121.6111,24.5131,1878,120.95728,23.47,3952,玉山,1
121.3381,23.6456,23.6456 121.3381,1953,,167,121.3253,23.6378,1786,120.95728,23.47,3952,玉山,1
120.8808,23.2175,23.2175 120.8808,2661,,167,120.8847,23.2106,2494,120.95728,23.47,3952,玉山,1
121.8175,24.4558,24.4558 121.8175,181,龜山(宜),167,121.8119,24.4575,14,120.95728,23.47,3952,玉山,0
121.3133,23.8183,23.8183 121.3133,2825,大安山(花),167,121.3069,23.8194,2658,121.3011,23.8239,2825,,0
120.5706,23.0861,23.0861 120.5706,779,吳酒桶頭,167,120.5875,23.1136,612,120.95728,23.47,3952,玉山,0
120.9742,23.7372,23.7372 120.9742,2853,,166,120.9775,23.7389,2687,120.9811,23.7447,2905,治茆山,1
121.4714,24.6244,24.6244 121.4714,1707,,166,121.4494,24.5978,1541,120.95728,23.47,3952,玉山,1
121.3192,23.0728,23.0728 121.3192,1013,加只來山,166,121.3142,23.0822,847,121.3219,23.1397,1676,麻荖漏山-2,0
121.0325,23.3339,23.3339 121.0325,3056,世新山,166,121.0375,23.3328,2890,120.9117,23.2269,3656,關山P,0
120.8186,21.9733,21.9733 120.8186,307,,166,120.7972,21.9739,141,120.7792,21.9683,319,大山母山,1
121.2667,24.4281,24.4281 121.2667,3517,品田山,166,121.2572,24.4256,3351,121.2319,24.3831,3878,雪山,0
121.9756,25.0028,25.0028 121.9756,429,,166,121.9522,24.9881,263,120.95728,23.47,3952,玉山,1
120.8264,24.1428,24.1428 120.8264,1053,,165,120.8333,24.1281,888,120.8589,24.1292,1123,頭拒山,1
121.3719,24.2542,24.2542 121.3719,3224,無名西峰,165,121.3792,24.2528,3059,121.3847,24.2553,3444,無名山,0
121.2211,23.0119,23.0119 121.2211,998,嗄嘮吧灣,165,121.2272,23.0322,833,121.2472,23.0692,1015,,0
120.6689,23.5908,23.5908 120.6689,1157,,165,120.6783,23.5908,992,120.95728,23.47,3952,玉山,1
120.9750,23.9306,23.9306 120.9750,806,紅仙水,165,120.9806,23.9239,641,120.95728,23.47,3952,玉山,0
121.5842,24.2572,24.2572 121.5842,2390,,165,121.5794,24.2556,2225,121.5700,24.2567,2561,二子山,1
121.1092,22.8100,22.8100 121.1092,399,,164,121.1006,22.8294,235,120.95728,23.47,3952,玉山,1
120.9267,24.2783,24.2783 120.9267,1252,觀音山(中),164,120.9322,24.2750,1088,120.95728,23.47,3952,玉山,0
121.4269,23.3664,23.3664 121.4269,1325,,164,121.4244,23.3636,1161,121.4222,23.3575,1331,,1
121.2756,24.4931,24.4931 121.2756,2981,,164,121.2647,24.4831,2817,121.2319,24.3831,3878,雪山,1
120.7214,22.5472,22.5472 120.7214,1855,來社山,164,120.7264,22.5514,1691,120.7614,22.6269,3077,北大武山,0
120.6986,22.0092,22.0092 120.6986,189,,164,120.7339,21.9731,25,120.95728,23.47,3952,玉山,1
121.5683,23.8369,23.8369 121.5683,551,,163,121.5611,23.8350,388,121.5519,23.8253,611,月眉山-2,1
120.3136,22.7008,22.7008 120.3136,175,,163,120.3417,22.6925,12,120.95728,23.47,3952,玉山,1
121.1036,23.0375,23.0375 121.1036,1824,加奈鹿山,163,121.0931,23.0222,1661,121.0872,23.0208,1884,加奈典山-2,0
120.6419,23.3281,23.3281 120.6419,960,,163,120.6453,23.3317,797,120.6589,23.3397,1091,草山(嘉),1
120.9511,23.1458,23.1458 120.9511,2784,屯古嶺,163,120.9414,23.1511,2621,120.95728,23.47,3952,玉山,0
121.0636,24.0731,24.0731 121.0636,2104,有勝山,163,121.0647,24.0603,1941,121.0503,24.0453,2417,,0
121.0517,23.4508,23.4508 121.0517,3384,南大水窟山,163,121.0564,23.4594,3221,121.0572,23.4967,3825,秀姑巒山,0
121.8756,25.0947,25.0947 121.8756,714,,163,121.8717,25.0936,551,121.8656,25.0931,730,燦光寮山,1
121.0239,24.0292,24.0292 121.0239,2012,,162,121.0358,24.0322,1850,121.0503,24.0453,2417,,1
121.5078,24.3425,24.3425 121.5078,2687,,162,121.5053,24.3417,2525,121.4392,24.3619,3735,南湖大山,1
120.9283,23.5169,23.5169 120.9283,1827,,162,120.9253,23.5144,1665,120.95728,23.47,3952,玉山,1
120.8394,24.4261,24.4261 120.8394,714,雞隆,161,120.8403,24.4081,553,120.8111,24.3750,886,關刀山,0
121.6881,24.9953,24.9953 121.6881,584,,161,121.6881,24.9886,423,120.95728,23.47,3952,玉山,1
121.5942,22.0194,22.0194 121.5942,378,,161,121.5828,22.0247,217,121.5856,22.0100,476,大森山,1
120.7572,22.1778,22.1778 120.7572,797,,161,120.7475,22.1769,636,120.7328,22.1639,1056,里龍山,1
121.6119,21.9492,21.9492 121.6119,161,小蘭嶼,161,,,,,,,,0
121.0936,24.0467,24.0467 121.0936,1873,南東眼山,161,121.1108,24.0522,1712,121.1269,24.0761,2080,,0
121.3481,23.8000,23.8000 121.3481,2141,向山,161,121.3492,23.8064,1980,120.95728,23.47,3952,玉山,0
121.0411,23.5428,23.5428 121.0411,3112,駒盆中峰,161,121.0403,23.5361,2951,121.0572,23.4967,3825,秀姑巒山,0
120.9903,24.2661,24.2661 120.9903,2443,,161,120.9961,24.2681,2282,121.2319,24.3831,3878,雪山,1
121.1986,24.5819,24.5819 121.1986,2204,,161,121.1967,24.5719,2043,121.2319,24.3831,3878,雪山,1
120.9083,24.4347,24.4347 120.9083,886,耀婆山,160,120.9111,24.4319,726,120.95728,23.47,3952,玉山,0
121.8906,25.0419,25.0419 121.8906,297,九分坑山,160,121.8892,25.0558,137,120.95728,23.47,3952,玉山,0
120.8556,22.7756,22.7756 120.8556,1984,朗吾呂東北峰,160,120.8656,22.7703,1824,120.95728,23.47,3952,玉山,0
120.4853,22.9786,22.9786 120.4853,381,,160,120.4814,22.9783,221,120.95728,23.47,3952,玉山,1
121.5414,24.4625,24.4625 121.5414,2022,,160,121.5314,24.4600,1862,120.95728,23.47,3952,玉山,1
121.0681,23.5469,23.5469 121.0681,3197,黃當擴山,160,121.0764,23.5383,3037,121.0572,23.4967,3825,秀姑巒山,0
121.4914,24.9044,24.9044 121.4914,862,獅仔頭山,159,121.4806,24.8908,703,120.95728,23.47,3952,玉山,0
121.2711,24.1425,24.1425 121.2711,3411,合歡山,159,121.2781,24.1361,3252,121.2811,24.1356,3415,合歡東峰,0
121.1389,23.3050,23.3050 121.1389,3000,南可可爾博山,159,121.1328,23.3036,2841,121.1272,23.3164,3334,新康山,0
120.8253,24.3947,24.3947 120.8253,847,,159,120.8192,24.3775,688,120.8111,24.3750,886,關刀山,1
120.4631,23.1561,23.1561 120.4631,301,斗六山,159,120.4539,23.1611,142,120.95728,23.47,3952,玉山,0
120.9539,24.0461,24.0461 120.9539,928,,159,120.9667,24.0336,769,120.95728,23.47,3952,玉山,1
120.5656,23.3883,23.3883 120.5656,602,,159,120.5678,23.3867,443,120.95728,23.47,3952,玉山,1
120.6808,23.1847,23.1847 120.6808,1654,鞍輪名山,158,120.6836,23.1786,1496,120.95728,23.47,3952,玉山,0
120.7533,23.2283,23.2283 120.7533,2138,可那部山,158,120.7589,23.2419,1980,120.7828,23.2958,2475,,0
120.9417,22.5722,22.5722 120.9417,998,,158,120.9272,22.5625,840,120.9203,22.5467,1049,虷泉山,1
121.3817,23.7772,23.7772 121.3817,2001,,158,121.3878,23.7692,1843,121.3886,23.7614,2026,,1
121.4989,24.2147,24.2147 121.4989,1288,,158,121.4908,24.2161,1130,120.95728,23.47,3952,玉山,1
120.9597,23.2708,23.2708 120.9597,3170,關山嶺山,158,120.9642,23.2722,3012,120.9925,23.2842,3594,向陽山,0
121.1461,23.5339,23.5339 121.1461,3020,烏可冬克山,158,121.1478,23.5261,2862,121.0572,23.4967,3825,秀姑巒山,0
120.8914,23.5364,23.5364 120.8914,2279,,157,120.8961,23.5317,2122,120.95728,23.47,3952,玉山,1
120.9372,23.8794,23.8794 120.9372,888,,157,120.9356,23.8753,731,120.95728,23.47,3952,玉山,1
120.7211,22.8817,22.8817 120.7211,1670,京大山,157,120.7344,22.8750,1513,120.95728,23.47,3952,玉山,0
120.5656,23.1758,23.1758 120.5656,1103,竹子尖山,157,120.5703,23.1881,946,120.5800,23.2028,1128,,0
120.8547,22.8825,22.8825 120.8547,2538,,157,120.8639,22.8822,2381,120.8528,22.8942,2542,,1
120.6819,23.1478,23.1478 120.6819,1601,,156,120.6850,23.1583,1445,120.95728,23.47,3952,玉山,1
121.0261,24.2739,24.2739 121.0261,2735,,156,121.0264,24.2789,2579,121.2319,24.3831,3878,雪山,1
121.7314,24.5989,24.5989 121.7314,705,,156,121.7364,24.5914,549,120.95728,23.47,3952,玉山,1
121.3678,24.0522,24.0522 121.3678,2417,,156,121.3656,24.0569,2261,120.95728,23.47,3952,玉山,1
120.6431,23.3847,23.3847 120.6431,1078,,156,120.6431,23.3886,922,120.95728,23.47,3952,玉山,1
120.7003,23.3608,23.3608 120.7003,1460,,156,120.7150,23.3553,1304,120.95728,23.47,3952,玉山,1
120.6850,23.5919,23.5919 120.6850,1204,,156,120.6942,23.6014,1048,120.95728,23.47,3952,玉山,1
120.6747,23.0036,23.0036 120.6747,871,西龜山,156,120.6797,23.0081,715,120.95728,23.47,3952,玉山,0
121.2614,23.5483,23.5483 121.2614,2330,,156,121.2611,23.5556,2174,120.95728,23.47,3952,玉山,1
120.9011,22.8869,22.8869 120.9011,2219,,156,120.8892,22.8928,2063,120.95728,23.47,3952,玉山,1
120.8958,22.9011,22.9011 120.8958,2192,,156,120.8925,22.8967,2036,120.95728,23.47,3952,玉山,1
121.3592,24.6158,24.6158 121.3592,2296,,156,121.3633,24.6083,2140,121.3728,24.5939,2440,泰矢生山-2,1
121.1228,23.8889,23.8889 121.1228,2717,,155,121.1233,23.8842,2562,121.1158,23.8344,3359,卓社大山,1
120.8067,23.6828,23.6828 120.8067,1744,,155,120.8083,23.6778,1589,120.95728,23.47,3952,玉山,1
121.1569,23.5592,23.5592 121.1569,2948,,154,121.1528,23.5597,2794,121.1458,23.5544,3056,僕落西擴山,1
120.8214,23.4200,23.4200 120.8214,2398,霞山,154,120.8211,23.4311,2244,120.95728,23.47,3952,玉山,0
121.1158,23.3194,23.3194 121.1158,3125,新仙山P,154,121.1228,23.3189,2971,121.1272,23.3164,3334,新康山,0
120.8575,23.6061,23.6061 120.8575,1666,羅那山,154,120.8525,23.6036,1512,120.95728,23.47,3952,玉山,0
121.4306,23.3506,23.3506 121.4306,1031,,154,121.4275,23.3514,877,121.3219,23.1397,1676,麻荖漏山-2,1
120.7628,22.0817,22.0817 120.7628,323,南勢港山,153,120.7756,22.0936,170,120.95728,23.47,3952,玉山,0
121.2522,24.1758,24.1758 121.2522,3228,合歡三叉峰,153,121.2675,24.1778,3075,121.2811,24.1811,3419,北合歡山P,0
120.9861,22.9281,22.9281 120.9861,2352,,153,120.9811,22.9344,2199,120.95728,23.47,3952,玉山,1
120.6086,23.0361,23.0361 120.6086,981,,153,120.6172,23.0428,828,120.6225,23.0556,1037,廓庭山,1
120.9406,24.2289,24.2289 120.9406,2017,橫嶺山,152,120.9439,24.2306,1865,120.95728,23.47,3952,玉山,0
121.9628,24.8372,24.8372 121.9628,224,,152,121.9597,24.8383,72,121.9531,24.8414,387,,1
121.4128,24.0953,24.0953 121.4128,3070,磐石東峰,152,121.4183,24.0917,2918,121.4189,24.0819,3281,太魯閣大山P,0
121.4742,24.6964,24.6964 121.4742,1876,,151,121.4753,24.6928,1725,121.4797,24.6736,2096,巴博庫魯-2,1
120.8569,22.7514,22.7514 120.8569,1804,屏保岩,151,120.8611,22.7483,1653,120.95728,23.47,3952,玉山,0
121.3000,24.0622,24.0622 121.3000,3377,奇萊裡山,151,121.3069,24.0714,3226,121.3347,24.1181,3593,奇萊北峰,0
120.8414,22.1669,22.1669 120.8414,552,牡丹池山,151,120.8431,22.1603,401,120.8361,22.1544,555,東牡丹山,0
120.6875,22.2489,22.2489 120.6875,513,竹坑山,151,120.7019,22.2511,362,120.95728,23.47,3952,玉山,0
121.0919,23.5150,23.5150 121.0919,3487,馬利亞文路山,151,121.0861,23.5147,3336,121.0572,23.4967,3825,秀姑巒山,0
120.8381,22.9686,22.9686 120.8381,2669,,151,120.8386,22.9758,2518,120.8292,22.9753,2769,出雲山-2,1
121.0303,23.9411,23.9411 121.0303,1579,,151,121.0403,23.9431,1428,121.0533,23.9694,1671,,1
121.5386,24.1192,24.1192 121.5386,2380,,151,121.5367,24.1156,2229,121.5219,24.1153,2507,,1
120.7542,22.1125,22.1125 120.7542,379,虱母山,150,120.7561,22.1244,229,120.95728,23.47,3952,玉山,0
121.1828,23.5814,23.5814 121.1828,3255,馬路巴拉讓山,150,121.1872,23.5792,3105,121.1964,23.5794,3271,內嶺爾山,0
120.7606,22.8011,22.8011 120.7606,2260,麻留賀山,150,120.7567,22.8158,2110,120.7492,22.8258,2422,大母母山-2,0
120.9125,22.6258,22.6258 120.9125,1157,,150,120.9167,22.6278,1007,120.9414,22.6319,1393,規那山,1
121.3228,23.5614,23.5614 121.3228,1743,虎頭山,150,121.3131,23.5617,1593,120.95728,23.47,3952,玉山,2
120.7217,23.6794,23.6794 120.7217,1199,,150,120.7336,23.6783,1049,120.95728,23.47,3952,玉山,1
120.8528,23.5794,23.5794 120.8528,1856,,150,120.8433,23.5750,1706,120.95728,23.47,3952,玉山,1
120.6817,22.5450,22.5450 120.6817,1002,,149,120.6928,22.5478,853,120.95728,23.47,3952,玉山,1
120.8772,24.0483,24.0483 120.8772,554,,149,120.8803,24.0575,405,120.95728,23.47,3952,玉山,1
121.1489,23.3131,23.3131 121.1489,2926,,149,121.1478,23.3089,2777,121.1272,23.3164,3334,新康山,1
120.9978,23.5086,23.5086 120.9978,2744,,148,120.9867,23.5247,2596,120.9628,23.5772,3270,郡大山-2,1
120.9336,23.6683,23.6683 120.9336,2505,,148,120.9394,23.6689,2357,120.95728,23.47,3952,玉山,1
120.8219,22.9356,22.9356 120.8219,2459,內本鹿山,148,120.8242,22.9328,2311,120.8292,22.9211,2511,,0
120.9672,23.1403,23.1403 120.9672,2745,,148,120.9603,23.1444,2597,120.95728,23.47,3952,玉山,1
121.4414,23.9603,23.9603 121.4414,1004,,148,121.4378,23.9636,856,120.95728,23.47,3952,玉山,1
121.7297,24.8592,24.8592 121.7297,1024,三角崙山,148,121.7292,24.8544,876,121.6964,24.8344,1160,烘爐地山,0
121.0358,22.9308,22.9308 121.0358,1790,,148,121.0403,22.9383,1642,120.95728,23.47,3952,玉山,1
121.2183,23.2439,23.2439 121.2183,1624,苳苳園山,148,121.2106,23.2403,1476,120.95728,23.47,3952,玉山,0
121.4275,23.9131,23.9131 121.4275,2256,,147,121.4192,23.9186,2109,121.4133,23.9194,2276,,1
121.7631,25.0050,25.0050 121.7631,574,,147,121.7675,24.9922,427,120.95728,23.47,3952,玉山,1
120.6678,23.5069,23.5069 120.6678,1433,,147,120.6736,23.5044,1286,120.95728,23.47,3952,玉山,1
121.2808,24.1556,24.1556 121.2808,3275,南哈哈山,147,121.2842,24.1419,3128,121.2811,24.1356,3415,合歡東峰,0
120.5917,22.9406,22.9406 120.5917,397,,146,120.5881,22.9547,251,120.95728,23.47,3952,玉山,1
120.9617,23.1617,23.1617 120.9617,2586,,146,120.9589,23.1569,2440,120.95728,23.47,3952,玉山,1
120.7561,23.5531,23.5531 120.7561,1717,,146,120.7603,23.5525,1571,120.95728,23.47,3952,玉山,1
121.3139,24.7250,24.7250 121.3139,1652,,146,121.3017,24.7281,1506,121.2983,24.7308,1753,烏嘴山,1
120.7806,24.2267,24.2267 120.7806,633,,146,120.7883,24.2075,487,120.95728,23.47,3952,玉山,1
121.2583,24.4381,24.4381 121.2583,3397,巴紗拉雲山,146,121.2589,24.4347,3251,121.2319,24.3831,3878,雪山,0
120.7767,22.4497,22.4497 120.7767,1508,,146,120.7811,22.4358,1362,120.7514,22.4075,1687,,1
121.8708,24.9592,24.9592 121.8708,586,,145,121.9017,24.9731,441,121.9103,24.9744,613,灣頭坑山,1
121.1769,24.5069,24.5069 121.1769,2473,,145,121.1597,24.5042,2328,121.1506,24.5061,2496,,1
120.6428,23.4914,23.4914 120.6428,1344,大湖尖山(森),145,120.6467,23.4942,1199,120.6539,23.5081,1461,,0
121.1156,24.0603,24.0603 121.1156,2010,,145,121.1197,24.0672,1865,121.1269,24.0761,2080,,1
121.3458,23.9731,23.9731 121.3458,2519,武陵山,145,121.3386,23.9728,2374,120.95728,23.47,3952,玉山,0
121.7733,25.1203,25.1203 121.7733,211,,145,121.7994,25.1242,66,120.95728,23.47,3952,玉山,1
120.9625,22.9711,22.9711 120.9625,2586,,145,120.9628,22.9792,2441,120.95728,23.47,3952,玉山,1
121.4122,24.7606,24.7606 121.4122,1898,南插天山,145,121.4189,24.7611,1753,121.4231,24.7617,1899,魯培山,0
121.7081,25.1589,25.1589 121.7081,228,,145,121.7019,25.1628,83,121.5533,25.1708,1109,七星山,1
120.6892,22.4925,22.4925 120.6892,1510,,145,120.6983,22.4922,1365,120.7042,22.5022,1643,大武藏山,1
121.1217,24.5086,24.5086 121.1217,2264,,145,121.1425,24.5094,2119,121.2319,24.3831,3878,雪山,1
121.5567,22.0736,22.0736 121.5567,454,尖禿山,145,121.5536,22.0708,309,121.5344,22.0528,543,紅頭山,0
121.1683,24.3617,24.3617 121.1683,3232,大南山P,145,121.1633,24.3608,3087,121.1211,24.3306,3524,大雪山,0
121.3967,24.9244,24.9244 121.3967,293,,145,121.3961,24.9153,148,120.95728,23.47,3952,玉山,1
120.6414,23.1828,23.1828 120.6414,965,西阿里關山,145,120.6386,23.1814,820,120.6242,23.1653,1002,小林山,0
121.0344,24.5444,24.5444 121.0344,970,,144,121.0392,24.5436,826,120.95728,23.47,3952,玉山,1
121.1419,24.6375,24.6375 121.1419,950,扇子排山,144,121.1456,24.6361,806,120.95728,23.47,3952,玉山,0
121.5636,23.8100,23.8100 121.5636,525,水連尾山,144,121.5667,23.8217,381,121.5519,23.8253,611,月眉山-2,0
121.6314,24.3569,24.3569 121.6314,1012,,144,121.6414,24.3481,868,120.95728,23.47,3952,玉山,1
120.7903,21.9797,21.9797 120.7903,303,模無路山,144,120.7781,21.9797,159,120.7792,21.9683,319,大山母山,0
120.7481,22.5383,22.5383 120.7481,2149,,144,120.7450,22.5414,2005,120.7614,22.6269,3077,北大武山,1
121.2900,24.5783,24.5783 121.2900,2175,,144,121.2858,24.5722,2031,121.2319,24.3831,3878,雪山,1
121.5714,24.3581,24.3581 121.5714,1979,清花山,144,121.5856,24.3561,1835,121.5925,24.3522,2045,石楠花山,0
121.4781,24.4556,24.4556 121.4781,2488,給里洛,144,121.4719,24.4464,2344,120.95728,23.47,3952,玉山,0
120.6569,22.7856,22.7856 120.6569,894,,143,120.6539,22.8022,751,120.6575,22.8097,945,,1
121.4450,23.4806,23.4806 121.4450,627,里牙津山,143,121.4444,23.4783,484,121.3219,23.1397,1676,麻荖漏山-2,0
121.3439,23.9486,23.9486 121.3439,2757,,143,121.3361,23.9397,2614,121.4392,24.3619,3735,南湖大山,1
120.8894,23.1103,23.1103 120.8894,3020,馬西巴秀山,143,120.8875,23.0967,2877,120.8744,23.0508,3284,卑南主山,0
120.8144,23.6353,23.6353 120.8144,2118,,143,120.8161,23.6264,1975,120.95728,23.47,3952,玉山,1
121.4811,24.0711,24.0711 121.4811,2369,,143,121.4792,24.0794,2226,120.95728,23.47,3952,玉山,1
121.4047,24.3086,24.3086 121.4047,3407,中央尖西峰,143,121.4089,24.3081,3264,121.4161,24.3100,3693,中央尖,0
121.6294,24.2692,24.2692 121.6294,2598,,143,121.6239,24.2731,2455,121.6153,24.2736,2647,曉星山南峰,1
121.4708,24.8086,24.8086 121.4708,1563,,142,121.4731,24.8128,1421,121.4839,24.8181,1578,加母山-2,1
121.0383,23.4739,23.4739 121.0383,3639,大水窟山,142,121.0511,23.4872,3497,121.0572,23.4967,3825,秀姑巒山,0
121.6353,25.0231,25.0231 121.6353,382,土庫岳,142,121.6483,25.0225,240,120.95728,23.47,3952,玉山,0
121.2600,23.7086,23.7086 121.2600,2780,,142,121.2542,23.7044,2638,121.2392,23.6936,3039,關門山北峰,1
121.4864,24.3786,24.3786 121.4864,2762,東穗山,142,121.4792,24.3797,2620,121.4392,24.3619,3735,南湖大山,0
121.3933,24.1772,24.1772 121.3933,2440,,142,121.3856,24.1761,2298,120.95728,23.47,3952,玉山,1
121.2972,23.3683,23.3683 121.2972,872,新吞山,142,121.2881,23.3711,730,120.95728,23.47,3952,玉山,0
121.7389,25.0142,25.0142 121.7389,557,,142,121.7331,25.0086,415,121.7144,25.0061,599,,1
121.9439,24.9878,24.9878 121.9439,483,,142,121.9264,24.9797,341,120.95728,23.47,3952,玉山,1
121.2086,24.7669,24.7669 121.2086,420,,142,121.2117,24.7639,278,120.95728,23.47,3952,玉山,1
121.2881,23.4883,23.4883 121.2881,1400,,142,121.2886,23.4939,1258,120.95728,23.47,3952,玉山,1
120.8133,23.7964,23.7964 120.8133,608,,141,120.8142,23.7925,467,120.95728,23.47,3952,玉山,1
121.1986,23.5019,23.5019 121.1986,2735,,141,121.1900,23.5019,2594,120.95728,23.47,3952,玉山,1
121.1719,24.0808,24.0808 121.1719,2221,立鷹,141,121.1753,24.0922,2080,120.95728,23.47,3952,玉山,0
120.6228,23.2142,23.2142 120.6228,621,青倉山,141,120.6300,23.2181,480,120.95728,23.47,3952,玉山,0
120.8536,24.1806,24.1806 120.8536,842,,141,120.8581,24.1789,701,120.95728,23.47,3952,玉山,1
120.8792,22.4211,22.4211 120.8792,867,西老山,140,120.8694,22.4189,727,120.95728,23.47,3952,玉山,0
121.6908,24.3558,24.3558 121.6908,1172,,140,121.6903,24.3675,1032,120.95728,23.47,3952,玉山,1
120.8553,22.6233,22.6233 120.8553,1132,,140,120.8506,22.6272,992,120.95728,23.47,3952,玉山,1
121.5564,24.1936,24.1936 121.5564,1881,,140,121.5586,24.1936,1741,120.95728,23.47,3952,玉山,1
121.3003,23.8419,23.8419 121.3003,2790,見晴(花),140,121.2997,23.8283,2650,121.3011,23.8239,2825,,0
120.9342,23.8381,23.8381 120.9342,1076,,140,120.9386,23.8394,936,120.95728,23.47,3952,玉山,1
121.0019,24.4444,24.4444 121.0019,1840,,140,121.0069,24.4478,1700,120.95728,23.47,3952,玉山,1
121.0789,24.4406,24.4406 121.0789,2139,佳仁山,140,121.0831,24.4528,1999,121.2319,24.3831,3878,雪山,0
121.1658,23.8919,23.8919 121.1658,2829,,140,121.1639,23.8872,2689,121.1158,23.8344,3359,卓社大山,1
120.8250,23.6136,23.6136 120.8250,2190,,140,120.8219,23.6100,2050,120.7900,23.6011,2283,鹿屈,1
120.4200,22.7531,22.7531 120.4200,251,生仙坑山,140,120.4269,22.7811,111,120.4325,22.8300,417,中寮山,0
120.7097,23.3844,23.3844 120.7097,1564,,140,120.7167,23.3864,1424,120.95728,23.47,3952,玉山,1
121.5906,24.7236,24.7236 121.5906,1100,,140,121.5950,24.7250,960,121.5942,24.7353,1132,紅紫山,1
120.5472,23.3422,23.3422 120.5472,1168,凍子頂,140,120.5417,23.3289,1028,120.5233,23.3122,1237,,0
121.1606,23.7525,23.7525 121.1606,2555,,140,121.1650,23.7539,2415,120.95728,23.47,3952,玉山,1
120.4339,22.7897,22.7897 120.4339,255,高尾山,139,120.4225,22.7978,116,120.4325,22.8300,417,中寮山,0
121.3908,24.5572,24.5572 121.3908,2079,,139,121.3969,24.5511,1940,121.3886,24.5414,2347,,1
120.8489,23.1439,23.1439 120.8489,2491,,139,120.8525,23.1422,2352,120.95728,23.47,3952,玉山,1
121.0022,24.4083,24.4083 121.0022,1875,,139,121.0036,24.4125,1736,120.95728,23.47,3952,玉山,1
121.2850,24.5311,24.5311 121.2850,2514,,139,121.2928,24.5306,2375,121.2319,24.3831,3878,雪山,1
121.3264,23.4058,23.4058 121.3264,306,三笠山,139,121.3342,23.4208,167,120.95728,23.47,3952,玉山,0
121.1961,24.3964,24.3964 121.1961,3258,博可爾山,138,121.2078,24.3967,3120,121.2319,24.3831,3878,雪山,0
121.2800,24.0611,24.0611 121.2800,3358,奇萊南峰,138,121.2889,24.0644,3220,121.3347,24.1181,3593,奇萊北峰,0
121.4397,23.8867,23.8867 121.4397,2163,,138,121.4458,23.8983,2025,120.95728,23.47,3952,玉山,1
121.5025,24.3794,24.3794 121.5025,2607,,138,121.4978,24.3772,2469,120.95728,23.47,3952,玉山,1
120.9308,23.0408,23.0408 120.9308,2863,,138,120.9306,23.0439,2725,120.9303,23.0486,2915,,1
