peak_x,peak_y,check,peak_h,peak_name,prominence,col_x,col_y,col_h,parent_x,parent_y,parent_h,parent_name,remark
121.0097,23.4903,23.4903 121.0097,3322,八通關大山,234,121.0258,23.4919,3088,121.0572,23.4967,3825,秀姑巒山,0
121.8536,24.9278,24.9278 121.8536,736,叢雲山北峰,233,121.8361,24.9078,503,120.95728,23.47,3952,玉山,0
121.2303,23.5222,23.5222 121.2303,1669,環流坵峰,233,121.2344,23.5211,1436,120.95728,23.47,3952,玉山,0
121.5453,24.3375,24.3375 121.5453,2452,高律山,232,121.5289,24.3389,2220,120.95728,23.47,3952,玉山,0
120.8361,22.1544,22.1544 120.8361,555,東牡丹山,231,120.8147,22.1000,324,120.8033,22.0831,586,四林格山,0
121.4106,24.8881,24.8881 121.4106,773,雞罩山,231,121.4214,24.8869,542,120.95728,23.47,3952,玉山,0
120.9533,22.7950,22.7950 120.9533,2124,小屋山南峰,229,120.9439,22.7956,1895,120.95728,23.47,3952,玉山,0
121.3081,23.0244,23.0244 121.3081,783,,229,121.3044,23.0208,554,121.3028,23.0139,807,都歷,1
121.8450,24.9578,24.9578 121.8450,710,,228,121.8306,24.9414,482,121.8133,24.9481,810,灣潭山,1
120.6444,22.5397,22.5397 120.6444,619,新置山,228,120.6461,22.5542,391,120.95728,23.47,3952,玉山,0
120.8556,22.0097,22.0097 120.8556,407,,227,120.8617,22.0228,180,120.95728,23.47,3952,玉山,1
120.7661,23.3781,23.3781 120.7661,2271,,227,120.7678,23.3828,2044,120.95728,23.47,3952,玉山,1
121.2664,23.8728,23.8728 121.2664,3064,安東軍山,226,121.2653,23.8911,2838,121.2750,23.9078,3105,白石山,0
121.4525,24.7919,24.7919 121.4525,1722,北插天山,226,121.4400,24.7781,1496,121.4497,24.7050,2131,,0
120.6906,22.9550,22.9550 120.6906,1406,鳴海山,226,120.6961,22.9603,1180,120.95728,23.47,3952,玉山,0
121.6197,24.4092,24.4092 121.6197,779,,226,121.6169,24.4169,553,120.95728,23.47,3952,玉山,1
121.1283,24.6958,24.6958 121.1283,701,,225,121.1347,24.6819,476,120.95728,23.47,3952,玉山,1
121.0350,24.5125,24.5125 121.0350,1989,哈堪尼山,224,121.0417,24.5089,1765,120.95728,23.47,3952,玉山,0
120.8192,22.6908,22.6908 120.8192,2059,松山(高),223,120.8106,22.6906,1836,120.7614,22.6269,3077,北大武山,0
121.2753,23.7169,23.7169 121.2753,2791,,223,121.2708,23.7097,2568,120.95728,23.47,3952,玉山,1
121.3469,23.2092,23.2092 121.3469,1414,,222,121.3436,23.2033,1192,121.3219,23.1397,1676,麻荖漏山-2,1
121.5461,24.7078,24.7078 121.5461,1544,拳頭母山,221,121.5375,24.6922,1323,121.4497,24.7050,2131,,0
121.4025,24.7228,24.7228 121.4025,1853,夫婦山,220,121.4164,24.7219,1633,121.4497,24.7050,2131,,0
121.4961,24.1444,24.1444 121.4961,2441,,220,121.4967,24.1331,2221,120.95728,23.47,3952,玉山,1
121.8436,24.6014,24.6014 121.8436,237,,220,121.8378,24.6092,17,120.95728,23.47,3952,玉山,1
121.0961,24.6411,24.6411 121.0961,1058,五指山,220,121.0853,24.6297,838,120.95728,23.47,3952,玉山,0
120.8533,23.8828,23.8828 120.8533,1261,車坪崙山,220,120.8483,23.8650,1041,120.8381,23.8550,1388,集集大山,0
121.5211,24.3897,24.3897 121.5211,2011,,220,121.5178,24.3906,1791,120.95728,23.47,3952,玉山,1
120.8278,23.9344,23.9344 120.8278,1158,,218,120.8358,23.9361,940,120.8381,23.8550,1388,集集大山,1
121.0286,23.2972,23.2972 121.0286,3488,三叉山,218,121.0150,23.2928,3270,120.9925,23.2842,3594,向陽山,0
120.7511,22.4789,22.4789 120.7511,1588,,217,120.7578,22.4814,1371,120.95728,23.47,3952,玉山,1
121.4975,23.9983,23.9983 121.4975,1977,白葉山,217,121.4950,24.0039,1760,120.95728,23.47,3952,玉山,0
121.3850,24.5128,24.5128 121.3850,2318,眉有岩,216,121.3792,24.5092,2102,121.2319,24.3831,3878,雪山,0
120.9783,23.2083,23.2083 120.9783,2179,麻須保留,216,120.9664,23.2292,1963,120.95728,23.47,3952,玉山,0
121.0228,24.0617,24.0617 121.0228,1705,小出山,216,121.0200,24.0547,1489,120.95728,23.47,3952,玉山,0
121.1567,24.3594,24.3594 121.1567,3363,弓水山,216,121.1503,24.3581,3147,121.1211,24.3306,3524,大雪山,0
121.2044,22.9050,22.9050 121.2044,1029,,216,121.1989,22.9067,813,121.1881,22.8950,1188,都蘭山,1
120.5800,23.2028,23.2028 120.5800,1128,,216,120.5792,23.2172,912,120.5925,23.2403,1181,三角南山-2,1
121.5703,24.7142,24.7142 121.5703,1102,,215,121.5631,24.7111,887,120.95728,23.47,3952,玉山,1
121.1183,23.9528,23.9528 121.1183,1333,上台,215,121.1236,23.9564,1118,120.95728,23.47,3952,玉山,0
120.7792,21.9683,21.9683 120.7792,319,大山母山,214,120.7856,22.0075,105,120.95728,23.47,3952,玉山,0
120.8956,23.1617,23.1617 120.8956,3207,小關山北峰,214,120.8872,23.1569,2993,120.8761,23.1514,3237,小關山,0
121.2322,23.6764,23.6764 121.2322,2987,關門山,214,121.2375,23.6853,2773,121.2392,23.6936,3039,關門山北峰,0
121.7300,25.0533,25.0533 121.7300,726,姜子頭山,214,121.7661,25.0600,512,121.7806,25.0711,756,五分山,0
121.6189,24.9669,24.9669 121.6189,669,,213,121.6236,24.9561,456,121.5689,24.9211,726,,1
120.9372,24.5894,24.5894 120.9372,410,,213,120.9467,24.5892,197,120.95728,23.47,3952,玉山,1
120.9486,23.9314,23.9314 120.9486,850,白葉山(一),212,120.9144,23.9089,638,120.8381,23.8550,1388,集集大山,0
120.9156,23.1636,23.1636 120.9156,2932,,212,120.9139,23.1689,2720,120.9117,23.2269,3656,關山P,1
120.8414,22.8597,22.8597 120.8414,2380,,212,120.8433,22.8536,2168,120.8333,22.8997,2549,石穗頭,1
121.5483,24.2714,24.2714 121.5483,2397,,212,121.5542,24.2628,2185,121.5700,24.2567,2561,二子山,1
120.6625,22.7425,22.7425 120.6625,1046,三地山,212,120.6811,22.7550,834,120.6922,22.7639,1236,德文山-2,0
121.0747,22.8733,22.8733 121.0747,950,大派蘭,212,121.0719,22.8625,738,120.95728,23.47,3952,玉山,0
120.8544,22.8647,22.8647 120.8544,2415,遙拜山,212,120.8661,22.8694,2203,120.8333,22.8997,2549,石穗頭,0
120.8806,22.7256,22.7256 120.8806,2226,知本主山,212,120.8942,22.7522,2014,120.95728,23.47,3952,玉山,0
120.9003,23.2625,23.2625 120.9003,3102,庫哈諾辛山,211,120.9072,23.2556,2891,120.9117,23.2269,3656,關山P,0
120.6067,23.5533,23.5533 120.6067,1166,,211,120.6056,23.5608,955,120.6233,23.5900,1299,大尖山(一等),1
121.7833,24.5444,24.5444 121.7833,1369,大白山,211,121.7714,24.5461,1158,121.7608,24.5375,1471,蘭崁山,0
121.3136,23.0369,23.0369 121.3136,744,,211,121.3114,23.0303,533,121.3028,23.0139,807,都歷,1
121.2239,23.6333,23.6333 121.2239,3040,大石公山,210,121.2247,23.6264,2830,121.0919,23.6267,3607,東郡大山,0
120.8528,22.8942,22.8942 120.8528,2542,,210,120.8564,22.8964,2332,120.8333,22.8997,2549,石穗頭,1
121.3353,24.8114,24.8114 121.3353,632,,209,121.3389,24.8192,423,120.95728,23.47,3952,玉山,1
121.1525,23.9233,23.9233 121.1525,2482,尖台山,209,121.1572,23.9192,2273,120.95728,23.47,3952,玉山,0
121.5183,23.7592,23.7592 121.5183,587,六階鼻山,208,121.5278,23.7856,379,121.5519,23.8253,611,月眉山-2,0
121.4797,24.3311,24.3311 121.4797,2890,,208,121.4739,24.3378,2682,121.4392,24.3619,3735,南湖大山,1
120.8319,22.5839,22.5839 120.8319,1071,密老老山,208,120.8261,22.5883,863,120.95728,23.47,3952,玉山,0
121.6422,24.2972,24.2972 121.6422,2273,,208,121.6403,24.2825,2065,120.95728,23.47,3952,玉山,1
120.8217,22.7406,22.7406 120.8217,1749,松山越,207,120.8353,22.7308,1542,120.95728,23.47,3952,玉山,0
121.6483,24.6225,24.6225 121.6483,741,,206,121.6497,24.6089,535,120.95728,23.47,3952,玉山,1
120.7478,23.1194,23.1194 120.7478,1383,美龍山,206,120.7550,23.1247,1177,120.95728,23.47,3952,玉山,0
120.9269,22.5006,22.5006 120.9269,889,呀里叭山,206,120.9097,22.5028,683,120.95728,23.47,3952,玉山,0
121.2756,24.5511,24.5511 121.2756,2570,,206,121.2817,24.5361,2364,121.2319,24.3831,3878,雪山,1
121.0558,24.3950,24.3950 121.0558,2148,,205,121.0564,24.3872,1943,120.95728,23.47,3952,玉山,1
120.9050,24.4589,24.4589 120.9050,755,,205,120.9122,24.4761,550,120.95728,23.47,3952,玉山,1
121.5428,25.1889,25.1889 121.5428,1064,,205,121.5525,25.2006,859,121.5631,25.2142,1100,竹子山,1
120.8664,23.6981,23.6981 120.8664,1145,內茅埔山,205,120.8756,23.6975,940,120.95728,23.47,3952,玉山,0
121.2350,24.1994,24.1994 121.2350,2606,,205,121.2256,24.1878,2401,120.95728,23.47,3952,玉山,1
120.7086,23.5106,23.5106 120.7086,1847,奮箕山西北峰,204,120.7128,23.5014,1643,120.7200,23.4978,1973,奮起湖大凍山,0
121.4742,23.4561,23.4561 121.4742,514,,204,121.4681,23.4542,310,121.3219,23.1397,1676,麻荖漏山-2,1
121.0225,23.9003,23.9003 121.0225,1600,,204,121.0028,23.8772,1396,120.9722,23.8394,2121,,1
120.9581,24.1856,24.1856 120.9581,1687,東卯山,204,120.9639,24.1894,1483,120.95728,23.47,3952,玉山,0
121.1661,24.6681,24.6681 121.1661,1139,向天湖山,204,121.1797,24.6608,935,120.95728,23.47,3952,玉山,0
120.4861,23.3272,23.3272 120.4861,641,,204,120.4981,23.3278,437,120.95728,23.47,3952,玉山,1
121.7150,24.5733,24.5733 121.7150,1012,,204,121.7083,24.5781,808,120.95728,23.47,3952,玉山,1
121.5142,24.8522,24.8522 121.5142,1111,拔刀爾山,203,121.5094,24.8547,908,120.95728,23.47,3952,玉山,0
121.8144,24.5511,24.5511 121.8144,958,,203,121.8094,24.5508,755,121.7608,24.5375,1471,蘭崁山,1
120.8961,23.4997,23.4997 120.8961,2775,東埔山,203,120.8936,23.4942,2572,120.95728,23.47,3952,玉山,0
121.0406,24.6267,24.6267 121.0406,810,,202,121.0478,24.6203,608,120.95728,23.47,3952,玉山,1
121.0722,23.8975,23.8975 121.0722,1756,,202,121.0822,23.9003,1554,120.95728,23.47,3952,玉山,1
121.5233,24.7317,24.7317 121.5233,1490,,202,121.5233,24.7197,1288,121.4497,24.7050,2131,,1
120.9903,22.8333,22.8333 120.9903,1860,,202,120.9872,22.8275,1658,120.95728,23.47,3952,玉山,1
121.5433,25.1486,25.1486 121.5433,641,紗帽山(北),202,121.5433,25.1517,439,121.5533,25.1708,1109,七星山,0
120.8942,22.4306,22.4306 120.8942,900,,201,120.8875,22.4231,699,120.95728,23.47,3952,玉山,1
121.0739,23.3058,23.3058 121.0739,3162,連理山西峰,201,121.0644,23.3069,2961,120.9925,23.2842,3594,向陽山,0
120.7433,22.3669,22.3669 120.7433,1467,羅馬寺山,201,120.7489,22.3739,1266,120.7514,22.4075,1687,,0
121.4772,24.0511,24.0511 121.4772,2378,榮山,201,121.4808,24.0625,2177,120.95728,23.47,3952,玉山,0
121.0789,23.0358,23.0358 121.0789,1784,,201,121.0722,23.0394,1583,120.95728,23.47,3952,玉山,1
120.7331,22.9675,22.9675 120.7331,1328,,201,120.7292,22.9758,1127,120.95728,23.47,3952,玉山,1
120.9528,24.5422,24.5422 120.9528,956,仙山,201,120.9536,24.5347,755,120.95728,23.47,3952,玉山,0
120.6919,23.5117,23.5117 120.6919,1816,,200,120.6958,23.5108,1616,120.7200,23.4978,1973,奮起湖大凍山,1
120.9892,24.1186,24.1186 120.9892,1794,,200,120.9925,24.1214,1594,120.95728,23.47,3952,玉山,1
120.6000,23.3472,23.3472 120.6000,1120,,200,120.5908,23.3569,920,120.95728,23.47,3952,玉山,1
120.9219,24.1567,24.1567 120.9219,1520,白毛山,200,120.9242,24.1531,1320,120.9461,24.1400,1533,阿冷山,0
121.0756,24.6100,24.6100 121.0756,1580,鵝公髻山,200,121.0825,24.5956,1380,120.95728,23.47,3952,玉山,0
121.4133,23.9194,23.9194 121.4133,2276,,200,121.4350,23.9128,2076,121.4436,23.9142,2426,,1
121.0856,24.6650,24.6650 121.0856,726,,200,121.0919,24.6500,526,120.95728,23.47,3952,玉山,1
120.6575,22.8097,22.8097 120.6575,945,,200,120.6608,22.8144,745,120.95728,23.47,3952,玉山,1
120.8761,23.8347,23.8347 120.8761,876,,200,120.8861,23.8278,676,120.95728,23.47,3952,玉山,1
120.8050,23.0933,23.0933 120.8050,2643,溪南山,199,120.8142,23.0872,2444,120.95728,23.47,3952,玉山,0
121.3897,24.2903,24.2903 121.3897,3149,甘薯峰,199,121.3872,24.2850,2950,121.3847,24.2553,3444,無名山,0
121.3047,24.4325,24.4325 121.3047,3314,桃山,199,121.2978,24.4331,3115,121.2319,24.3831,3878,雪山,0
120.8164,22.1792,22.1792 120.8164,624,,199,120.8444,22.2050,425,120.7328,22.1639,1056,里龍山,1
121.0228,22.8414,22.8414 121.0228,1561,,199,121.0092,22.8347,1362,120.95728,23.47,3952,玉山,1
120.5392,23.2642,23.2642 120.5392,642,,198,120.5344,23.2703,444,120.95728,23.47,3952,玉山,1
121.4403,23.4333,23.4333 121.4403,1193,,198,121.4208,23.4211,995,121.4078,23.3953,1271,麻汝蘭山,1
120.8900,23.8625,23.8625 120.8900,948,,198,120.9053,23.8400,750,120.95728,23.47,3952,玉山,1
120.7531,24.1383,24.1383 120.7531,487,,198,120.7697,24.1564,289,120.95728,23.47,3952,玉山,1
120.5314,23.2317,23.2317 120.5314,512,,197,120.5469,23.2247,315,120.95728,23.47,3952,玉山,1
121.1164,23.9878,23.9878 121.1164,1556,,197,121.1081,23.9878,1359,121.0533,23.9694,1671,,1
120.7608,22.0503,22.0503 120.7608,432,,197,120.7767,22.0544,235,120.7919,22.0389,669,老佛山,1
120.3361,22.8175,22.8175 120.3361,246,,197,120.3425,22.8283,49,120.95728,23.47,3952,玉山,1
121.5406,24.3806,24.3806 121.5406,1879,,196,121.5375,24.3806,1683,120.95728,23.47,3952,玉山,1
121.2867,22.9778,22.9778 121.2867,679,,196,121.2833,22.9792,483,121.3219,23.1397,1676,麻荖漏山-2,1
121.2792,24.8247,24.8247 121.2792,545,,194,121.3039,24.8339,351,120.95728,23.47,3952,玉山,1
121.3408,24.4806,24.4806 121.3408,2844,,194,121.3358,24.4678,2650,121.2319,24.3831,3878,雪山,1
121.3658,24.5028,24.5028 121.3658,2503,,193,121.3672,24.4969,2310,121.2319,24.3831,3878,雪山,1
120.8603,22.6114,22.6114 120.8603,1159,,193,120.8556,22.6147,966,120.95728,23.47,3952,玉山,1
120.9378,23.2447,23.2447 120.9378,3293,鷹仔嘴山,193,120.9339,23.2433,3100,120.9117,23.2269,3656,關山P,0
120.4186,23.1036,23.1036 120.4186,285,,193,120.4319,23.0950,92,120.95728,23.47,3952,玉山,1
121.3806,24.8361,24.8361 121.3806,986,金平山,192,121.3967,24.8425,794,120.95728,23.47,3952,玉山,0
120.8986,22.4992,22.4992 120.8986,985,剎剎加倫山,192,120.8825,22.4911,793,120.95728,23.47,3952,玉山,0
121.5203,23.7181,23.7181 121.5203,559,,192,121.5175,23.6928,367,121.5233,23.6794,742,,1
120.8981,23.8139,23.8139 120.8981,995,後尖山,192,120.9186,23.8342,803,120.95728,23.47,3952,玉山,0
120.7161,23.0511,23.0511 120.7161,1527,,192,120.7211,23.0547,1335,120.95728,23.47,3952,玉山,1
120.8411,22.9897,22.9897 120.8411,2693,,192,120.8400,22.9831,2501,120.8292,22.9753,2769,出雲山-2,1
121.6058,24.8633,24.8633 121.6058,919,落鳳山,191,121.6142,24.8614,728,121.6964,24.8344,1160,烘爐地山,0
120.8128,22.2306,22.2306 120.8128,644,,191,120.8356,22.2450,453,120.95728,23.47,3952,玉山,1
121.5861,25.0256,25.0256 121.5861,370,南港山,191,121.5831,25.0131,179,120.95728,23.47,3952,玉山,0
121.1739,23.6892,23.6892 121.1739,1754,,191,121.1775,23.6911,1563,120.95728,23.47,3952,玉山,1
121.0408,24.4656,24.4656 121.0408,2159,北坑山,190,121.0333,24.4564,1969,121.0244,24.4464,2236,東洗水山-2,0
121.3653,23.2581,23.2581 121.3653,1077,,190,121.3589,23.2414,887,121.3219,23.1397,1676,麻荖漏山-2,1
121.2747,23.9517,23.9517 121.2747,3154,光頭北峰,190,121.2753,23.9594,2964,121.2778,23.9656,3341,能高南峰,0
121.1428,24.2058,24.2058 121.1428,3039,白姑大山中鋒,190,121.1353,24.1961,2849,121.1300,24.1967,3040,白姑東南峰,0
120.7158,23.4156,23.4156 120.7158,1680,頂笨子山,190,120.7317,23.4211,1490,120.95728,23.47,3952,玉山,0
121.4839,24.8181,24.8181 121.4839,1578,加母山,190,121.4603,24.8025,1388,121.4497,24.7050,2131,,0
120.9422,22.8369,22.8369 120.9422,1488,間場內,189,120.9417,22.8297,1299,120.95728,23.47,3952,玉山,0
121.7942,24.4292,24.4292 121.7942,414,,189,121.7903,24.4153,225,120.95728,23.47,3952,玉山,1
121.0267,23.4058,23.4058 121.0267,3060,塔芬山,189,121.0242,23.4008,2871,120.9758,23.3536,3559,雲峰,0
120.8264,23.7647,23.7647 120.8264,1293,,189,120.8303,23.7483,1104,120.8172,23.7394,1387,,1
121.7481,24.5844,24.5844 121.7481,1042,,189,121.7469,24.5772,853,121.7608,24.5375,1471,蘭崁山,1
120.5958,22.9072,22.9072 120.5958,454,,189,120.6078,22.9169,265,120.95728,23.47,3952,玉山,1
121.0036,22.7264,22.7264 121.0036,1220,,189,120.9689,22.7122,1031,120.95728,23.47,3952,玉山,1
121.5050,25.1744,25.1744 121.5050,974,面天山,189,121.5081,25.1711,785,121.5533,25.1708,1109,七星山,0
121.0856,23.6111,23.6111 121.0856,3448,本鄉山,188,121.0933,23.6200,3260,121.0919,23.6267,3607,東郡大山,0
121.6567,24.4503,24.4503 121.6567,1382,富太山最高峰,188,121.6506,24.4506,1194,120.95728,23.47,3952,玉山,0
121.4856,24.3486,24.3486 121.4856,3215,馬比杉山,188,121.4767,24.3514,3027,121.4392,24.3619,3735,南湖大山,0
120.7564,22.2519,22.2519 120.7564,899,草埔後,188,120.7664,22.2517,711,120.7933,22.2578,926,,0
120.7675,24.2986,24.2986 120.7675,553,石圍牆山,187,120.8008,24.2944,366,120.95728,23.47,3952,玉山,0
120.9667,22.8044,22.8044 120.9667,2088,小屋,187,120.9619,22.8028,1901,120.9533,22.7950,2124,小屋山南峰,0
121.1153,22.8486,22.8486 121.1153,432,,186,121.0989,22.8653,246,120.95728,23.47,3952,玉山,1
120.9117,23.1856,23.1856 120.9117,3163,海諾南山,186,120.9011,23.1781,2977,120.8761,23.1514,3237,小關山,0
120.9019,22.9417,22.9417 120.9019,1530,,186,120.8939,22.9481,1344,120.95728,23.47,3952,玉山,1
120.7850,22.1953,22.1953 120.7850,798,女仍山,186,120.7683,22.1858,612,120.7328,22.1639,1056,里龍山,0
121.4456,24.7817,24.7817 121.4456,1689,,186,121.4489,24.7864,1503,121.4525,24.7919,1722,北插天山-2,1
120.7981,22.2764,22.2764 120.7981,803,,186,120.8000,22.2850,617,120.95728,23.47,3952,玉山,1
121.2400,23.8211,23.8211 121.2400,2806,草山(投),185,121.2258,23.8039,2621,121.2392,23.6936,3039,關門山北峰,0
121.0786,23.2331,23.2331 121.0786,3017,布拉克桑山,185,121.0739,23.2442,2832,120.9117,23.2269,3656,關山P,0
120.8558,22.7167,22.7167 120.8558,1953,,185,120.8669,22.7167,1768,120.95728,23.47,3952,玉山,1
120.8947,23.3892,23.3892 120.8947,2803,新素左屈,185,120.8978,23.3625,2618,120.8889,23.3533,2857,魔界腕-2,0
121.0131,23.4328,23.4328 121.0131,3199,達芬尖山,184,121.0203,23.4367,3015,121.0572,23.4967,3825,秀姑巒山,0
120.7439,23.2081,23.2081 120.7439,2062,,184,120.7453,23.2136,1878,120.7828,23.2958,2475,,1
120.9694,22.7708,22.7708 120.9694,1935,肯都爾山,183,120.9656,22.7769,1752,120.95728,23.47,3952,玉山,0
121.4558,23.5986,23.5986 121.4558,600,,183,121.4517,23.5933,417,121.4528,23.5425,693,新瑞山,1
121.5478,24.4964,24.4964 121.5478,2175,,183,121.5533,24.5056,1992,121.5639,24.5092,2349,三星山,1
121.6442,24.5031,24.5031 121.6442,1965,,183,121.6325,24.5053,1782,120.95728,23.47,3952,玉山,1
121.1711,24.5656,24.5656 121.1711,1916,,183,121.1783,24.5617,1733,120.95728,23.47,3952,玉山,1
121.5400,23.7342,23.7342 121.5400,481,,183,121.5311,23.7319,298,121.5233,23.6794,742,,1
121.7286,24.4425,24.4425 121.7286,1169,大南澳嶺,183,121.7231,24.4575,986,120.95728,23.47,3952,玉山,0
121.5492,24.2444,24.2444 121.5492,2320,,183,121.5514,24.2508,2137,120.95728,23.47,3952,玉山,1
121.0133,23.6131,23.6131 121.0133,1686,,183,121.0194,23.6097,1503,120.95728,23.47,3952,玉山,1
120.9594,23.4872,23.4872 120.9594,3850,玉山北峰,183,120.9592,23.4786,3667,120.95728,23.47,3952,玉山,0
121.0778,24.3364,24.3364 121.0778,3163,中雪山,182,121.0997,24.3239,2981,121.1211,24.3306,3524,大雪山,0
121.1033,23.3119,23.3119 121.1033,3141,連理山,182,121.1103,23.3183,2959,121.1272,23.3164,3334,新康山,0
121.4181,24.8250,24.8250 121.4181,1208,,182,121.4275,24.8181,1026,120.95728,23.47,3952,玉山,1
120.8208,23.0436,23.0436 120.8208,1881,,182,120.8286,23.0439,1699,120.95728,23.47,3952,玉山,1
121.2158,22.9608,22.9608 121.2158,704,揍妙山,182,121.2125,22.9706,522,121.3219,23.1397,1676,麻荖漏山-2,0
121.1700,24.2953,24.2953 121.1700,3253,劍山,182,121.1806,24.3019,3071,121.1878,24.3064,3305,佳陽山,0
121.2372,24.3719,24.3719 121.2372,3508,雪山南峰,182,121.2369,24.3756,3326,121.2319,24.3831,3878,雪山,0
121.4783,24.1847,24.1847 121.4783,1124,,182,121.4756,24.1867,942,120.95728,23.47,3952,玉山,1
121.0936,24.1903,24.1903 121.0936,3248,白姑大山西峰,181,121.1006,24.1958,3067,121.1089,24.2025,3336,白姑大山,0
121.0139,24.6417,24.6417 121.0139,507,,181,121.0281,24.6339,326,120.95728,23.47,3952,玉山,1
120.7658,22.9117,22.9117 120.7658,1855,,181,120.7692,22.9058,1674,120.95728,23.47,3952,玉山,1
121.0672,24.2742,24.2742 121.0672,2684,三錐山,181,121.0622,24.2897,2503,121.2319,24.3831,3878,雪山,0
121.2128,23.8303,23.8303 121.2128,2766,,181,121.2242,23.8192,2585,120.95728,23.47,3952,玉山,1
121.1886,24.4556,24.4556 121.1886,2872,,180,121.1997,24.4558,2692,121.2319,24.3831,3878,雪山,1
120.8839,22.6800,22.6800 120.8839,1839,,180,120.8892,22.6953,1659,120.95728,23.47,3952,玉山,1
121.3619,23.9325,23.9325 121.3619,2448,,180,121.3672,23.9275,2268,121.3839,23.9225,2730,大檜山,1
121.6764,24.5069,24.5069 121.6764,1828,,180,121.6647,24.5072,1648,120.95728,23.47,3952,玉山,1
121.5958,24.4597,24.4597 121.5958,1842,銘山,178,121.5950,24.4653,1664,120.95728,23.47,3952,玉山,0
120.6742,23.4503,23.4503 120.6742,1430,巃頭坪山,178,120.6664,23.4392,1252,120.6578,23.4369,1465,隙頂山-2,0
120.7925,22.4728,22.4728 120.7925,1384,,178,120.7892,22.4767,1206,120.95728,23.47,3952,玉山,1
120.6781,23.2606,23.2606 120.6781,1167,拉比嶺山,178,120.6750,23.2522,989,120.6714,23.2367,1181,河湖表山,0
121.1631,24.2831,24.2831 121.1631,2882,,178,121.1700,24.2892,2704,121.2319,24.3831,3878,雪山,1
121.1506,24.5061,24.5061 121.1506,2496,,178,121.1833,24.5075,2318,121.2319,24.3831,3878,雪山,1
121.4397,23.5922,23.5922 121.4397,638,秀朗山,178,121.4275,23.5542,460,121.4528,23.5425,693,新瑞山,0
121.9103,24.9744,24.9744 121.9103,613,灣頭坑山,177,121.8675,24.9617,436,120.95728,23.47,3952,玉山,0
120.8233,23.5111,23.5111 120.8233,2491,祝山,177,120.8153,23.5281,2314,120.8086,23.5358,2650,大塔山,0
121.0058,23.1408,23.1408 121.0058,2362,,177,120.9997,23.1422,2185,120.95728,23.47,3952,玉山,1
121.6867,24.5686,24.5686 121.6867,1062,蕃社坑山,177,121.6708,24.5608,885,120.95728,23.47,3952,玉山,0
120.7867,22.6628,22.6628 120.7867,2356,茶埔岩,177,120.7875,22.6728,2179,120.7869,22.6931,2727,霧頭山-2,0
120.9081,23.9511,23.9511 120.9081,765,桃米坑山,177,120.9147,23.9458,588,120.95728,23.47,3952,玉山,0
121.2217,23.9967,23.9967 121.2217,2458,,176,121.2289,23.9956,2282,120.95728,23.47,3952,玉山,1
121.5100,24.3122,24.3122 121.5100,2358,,176,121.5053,24.3139,2182,120.95728,23.47,3952,玉山,1
121.1728,23.8711,23.8711 121.1728,3130,干卓萬山東南峰,175,121.1672,23.8700,2955,121.1389,23.8761,3275,干卓萬山,0
121.3431,24.1489,24.1489 121.3431,3244,屏風山,175,121.3347,24.1286,3069,121.3347,24.1181,3593,奇萊北峰,0
121.4058,23.3389,23.3389 121.4058,1234,,175,121.4092,23.3456,1059,121.4222,23.3575,1331,,1
120.7881,22.8733,22.8733 120.7881,2283,,175,120.7928,22.8619,2108,120.95728,23.47,3952,玉山,1
121.1853,23.8519,23.8519 121.1853,3249,火山,174,121.1478,23.8692,3075,121.1389,23.8761,3275,干卓萬山,0
120.9286,22.9919,22.9919 120.9286,2333,次沖(5)A,174,120.9336,22.9942,2159,120.95728,23.47,3952,玉山,0
120.9589,23.4464,23.4464 120.9589,3845,玉山南峰,174,120.9553,23.4550,3671,120.95728,23.47,3952,玉山,0
120.7042,22.6275,22.6275 120.7042,1701,,174,120.7147,22.6244,1527,120.95728,23.47,3952,玉山,1
121.0881,23.6428,23.6428 121.0881,3523,烏達佩山,174,121.0861,23.6367,3349,121.0919,23.6267,3607,東郡大山,0
121.3617,23.1753,23.1753 121.3617,1124,,174,121.3553,23.1739,950,121.3219,23.1397,1676,麻荖漏山-2,1
120.9553,24.1250,24.1250 120.9553,1483,東阿冷山,173,120.9486,24.1336,1310,120.9461,24.1400,1533,阿冷山,0
120.8208,22.6294,22.6294 120.8208,1572,,173,120.8244,22.6353,1399,120.95728,23.47,3952,玉山,1
120.6989,23.1667,23.1667 120.6989,1673,,173,120.7133,23.1811,1500,120.95728,23.47,3952,玉山,1
121.0333,23.1797,23.1797 121.0333,1262,,173,121.0297,23.1847,1089,120.95728,23.47,3952,玉山,1
121.6661,24.8150,24.8150 121.6661,1160,,173,121.6353,24.8094,987,121.5675,24.7972,1458,,1
121.3292,23.9436,23.9436 121.3292,2903,望台山,173,121.3144,23.9381,2730,121.3347,24.1181,3593,奇萊北峰,0
120.7300,23.4806,23.4806 120.7300,1961,扶蓉山,173,120.7294,23.4864,1788,120.7200,23.4978,1973,奮起湖大凍山,0
121.3106,23.6214,23.6214 121.3106,2121,,173,121.3047,23.6269,1948,120.95728,23.47,3952,玉山,1
120.9683,24.0556,24.0556 120.9683,912,,173,120.9683,24.0467,739,120.95728,23.47,3952,玉山,1
120.8208,23.5625,23.5625 120.8208,2551,松山,172,120.8092,23.5464,2379,120.8086,23.5358,2650,大塔山,0
